@relation prueba-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-Llast

@attribute score numeric
@attribute ghost1-living {True,False}
@attribute ghost2-living {True,False}
@attribute ghost3-living {True,False}
@attribute ghost4-living {True,False}
@attribute distance-ghost1 numeric
@attribute distance-ghost2 numeric
@attribute distance-ghost3 numeric
@attribute distance-ghost4 numeric
@attribute prev-distance-ghost1 numeric
@attribute prev-distance-ghost2 numeric
@attribute prev-distance-ghost3 numeric
@attribute prev-distance-ghost4 numeric
@attribute posX numeric
@attribute posY numeric
@attribute direction {North,South,East,West,Stop}
@attribute wall-east {True,False}
@attribute wall-south {True,False}
@attribute wall-west {True,False}
@attribute wall-north {True,False}
@attribute move {North,South,East,West,Stop}
@attribute scoreN numeric
@attribute ghost1-livingN {True,False}
@attribute ghost2-livingN {True,False}
@attribute ghost3-livingN {True,False}
@attribute ghost4-livingN {True,False}
@attribute distance-ghost1N numeric
@attribute distance-ghost2N numeric
@attribute distance-ghost3N numeric
@attribute distance-ghost4N numeric
@attribute prev-distance-ghost1N numeric
@attribute prev-distance-ghost2N numeric
@attribute prev-distance-ghost3N numeric
@attribute prev-distance-ghost4N numeric
@attribute posXN numeric
@attribute posYN numeric
@attribute directionN {North,South,East,West,Stop}
@attribute wall-eastN {True,False}
@attribute wall-southN {True,False}
@attribute wall-westN {True,False}
@attribute wall-northN {True,False}
@attribute moveN {North,South,East,West,Stop}
@attribute fx numeric

@data
370,False,True,True,False,0,3,6,0,0,6,5,5,2,8,East,False,False,False,False,South,367,False,True,True,False,0,3,3,0,0,7,7,0,2,9,North,False,False,False,False,North,4.482187
369,False,True,True,False,0,4,6,0,0,3,6,0,2,7,South,False,False,False,False,North,366,False,True,True,False,0,2,6,0,0,3,3,0,2,10,North,False,False,False,False,North,8.110624
368,False,True,True,False,0,7,7,0,0,4,6,0,2,8,North,False,False,False,False,North,365,False,True,True,False,0,0,4,0,0,2,6,0,2,11,North,False,False,False,False,North,8.110624
367,False,True,True,False,0,3,3,0,0,7,7,0,2,9,North,False,False,False,False,North,364,False,True,True,False,0,3,1,0,0,0,4,0,2,12,North,False,False,False,False,North,8.964374
366,False,True,True,False,0,2,6,0,0,3,3,0,2,10,North,False,False,False,False,North,363,False,True,True,False,0,2,3,0,0,3,1,0,2,13,North,False,False,False,False,North,8.964374
364,False,True,True,False,0,3,1,0,0,0,4,0,2,12,North,False,False,False,False,North,361,False,True,True,False,0,2,0,0,0,5,3,0,2,13,South,False,False,False,False,South,16.221248
362,False,True,True,False,0,5,3,0,0,2,3,0,2,14,North,False,False,False,True,South,359,False,True,True,False,0,10,2,0,0,4,3,0,1,12,West,True,False,False,False,North,14.855248
360,False,True,True,False,0,4,3,0,0,2,0,0,2,12,South,False,False,False,False,West,557,False,True,False,False,0,6,0,0,0,1,0,0,1,14,North,True,False,False,True,East,4.482187
359,False,True,True,False,0,10,2,0,0,4,3,0,1,12,West,True,False,False,False,North,556,False,True,False,False,0,4,0,0,0,6,0,0,2,14,East,False,False,False,True,East,5.976249
558,False,True,False,False,0,1,0,0,0,10,2,0,1,13,North,True,False,False,False,North,555,False,True,False,False,0,2,0,0,0,4,0,0,3,14,East,False,False,False,True,East,8.964374
-2,True,True,True,True,22,25,24,16,23,22,26,22,3,3,Stop,False,True,False,False,North,-5,True,True,True,True,17,17,23,17,15,20,23,19,4,5,East,False,False,False,False,East,1.018266
-3,True,True,True,True,18,22,26,19,22,25,24,16,3,4,North,False,False,False,False,North,-6,True,True,True,True,15,19,24,13,17,17,23,17,5,5,East,False,False,False,False,East,1.143703
-4,True,True,True,True,15,20,23,19,18,22,26,19,3,5,North,False,False,False,False,East,-7,True,True,True,True,15,17,17,13,15,19,24,13,6,5,East,False,False,False,False,East,1.1611
-5,True,True,True,True,17,17,23,17,15,20,23,19,4,5,East,False,False,False,False,East,-8,True,True,True,True,15,17,18,15,15,17,17,13,7,5,East,False,False,False,False,North,1.1611
-6,True,True,True,True,15,19,24,13,17,17,23,17,5,5,East,False,False,False,False,East,-9,True,True,True,True,15,19,17,14,15,17,18,15,7,6,North,False,False,False,False,North,1.173906
-7,True,True,True,True,15,17,17,13,15,19,24,13,6,5,East,False,False,False,False,East,-10,True,True,True,True,10,17,17,12,15,19,17,14,7,7,North,False,False,False,False,North,1.334357
-8,True,True,True,True,15,17,18,15,15,17,17,13,7,5,East,False,False,False,False,North,-11,True,True,True,True,10,15,13,10,10,17,17,12,7,8,North,False,False,False,False,North,1.558243
-9,True,True,True,True,15,19,17,14,15,17,18,15,7,6,North,False,False,False,False,North,-12,True,True,True,True,9,15,12,12,10,15,13,10,7,9,North,False,False,False,False,East,1.695963
-10,True,True,True,True,10,17,17,12,15,19,17,14,7,7,North,False,False,False,False,North,-13,True,True,True,True,9,15,12,8,9,15,12,12,8,9,East,False,False,False,False,East,2.066463
-11,True,True,True,True,10,15,13,10,10,17,17,12,7,8,North,False,False,False,False,North,-14,True,True,True,True,9,10,11,10,9,15,12,8,9,9,East,False,False,False,False,East,2.113031
-12,True,True,True,True,9,15,12,12,10,15,13,10,7,9,North,False,False,False,False,East,-15,True,True,True,True,9,11,14,10,9,10,11,10,10,9,East,False,False,False,False,East,2.113031
-13,True,True,True,True,9,15,12,8,9,15,12,12,8,9,East,False,False,False,False,East,-16,True,True,True,True,6,11,11,7,9,11,14,10,11,9,East,False,False,False,False,East,2.725432
-14,True,True,True,True,9,10,11,10,9,15,12,8,9,9,East,False,False,False,False,East,-17,True,True,True,True,5,10,10,6,6,11,11,7,12,9,East,False,False,False,False,East,3.201562
-15,True,True,True,True,9,11,14,10,9,10,11,10,10,9,East,False,False,False,False,East,-18,True,True,True,True,1,8,9,5,5,10,10,6,13,9,East,False,False,False,False,East,3.259772
-16,True,True,True,True,6,11,11,7,9,11,14,10,11,9,East,False,False,False,False,East,-19,True,True,True,True,6,7,7,5,1,8,9,5,14,9,East,False,False,False,False,East,3.329625
-17,True,True,True,True,5,10,10,6,6,11,11,7,12,9,East,False,False,False,False,East,-20,True,True,True,True,5,7,3,0,6,7,7,5,15,9,East,False,False,False,False,South,3.46522
-22,True,True,True,True,7,9,6,3,7,10,5,1,15,7,South,False,False,False,False,East,-25,True,True,True,True,8,7,5,0,8,8,8,1,17,8,North,False,False,False,False,North,2.86616
-23,True,True,True,True,7,8,6,3,7,9,6,3,16,7,East,False,False,False,False,East,174,True,True,True,False,7,2,4,0,8,7,5,0,17,9,North,False,False,False,False,North,4.105533
-24,True,True,True,True,8,8,8,1,7,8,6,3,17,7,East,False,False,False,False,North,173,True,True,True,False,9,4,2,0,7,2,4,0,17,10,North,False,False,False,False,North,7.683749
174,True,True,True,False,7,2,4,0,8,7,5,0,17,9,North,False,False,False,False,North,371,True,True,False,False,10,3,0,0,4,3,0,0,17,12,North,False,False,False,False,North,5.549374
173,True,True,True,False,9,4,2,0,7,2,4,0,17,10,North,False,False,False,False,North,370,True,True,False,False,9,1,0,0,10,3,0,0,17,13,North,False,False,False,False,East,14.086873
371,True,True,False,False,10,3,0,0,4,3,0,0,17,12,North,False,False,False,False,North,368,True,True,False,False,13,4,0,0,8,0,0,0,18,14,North,False,False,True,True,West,5.200113
370,True,True,False,False,9,1,0,0,10,3,0,0,17,13,North,False,False,False,False,East,367,True,True,False,False,11,0,0,0,13,4,0,0,17,14,West,False,False,False,True,South,5.200113
369,True,True,False,False,8,0,0,0,9,1,0,0,18,13,East,False,False,True,False,North,366,True,True,False,False,12,2,0,0,11,0,0,0,17,13,South,False,False,False,False,South,5.293249
368,True,True,False,False,13,4,0,0,8,0,0,0,18,14,North,False,False,True,True,West,365,True,True,False,False,7,1,0,0,12,2,0,0,17,12,South,False,False,False,False,South,14.513748
366,True,True,False,False,12,2,0,0,11,0,0,0,17,13,South,False,False,False,False,South,563,True,False,False,False,3,0,0,0,3,0,0,0,16,11,West,False,False,False,False,West,5.976249
365,True,True,False,False,7,1,0,0,12,2,0,0,17,12,South,False,False,False,False,South,562,True,False,False,False,0,0,0,0,3,0,0,0,15,11,West,False,False,False,False,West,5.976249
564,True,False,False,False,3,0,0,0,7,1,0,0,17,11,South,False,False,False,False,West,561,True,False,False,False,5,0,0,0,0,0,0,0,14,11,West,False,False,False,False,West,5.976249
563,True,False,False,False,3,0,0,0,3,0,0,0,16,11,West,False,False,False,False,West,560,True,False,False,False,3,0,0,0,5,0,0,0,13,11,West,False,False,False,False,West,8.964374
-2,True,True,True,True,19,18,23,23,17,15,20,26,3,3,Stop,False,True,False,False,North,-5,True,True,True,True,13,17,23,27,17,18,23,22,4,5,East,False,False,False,False,East,1.210261
-3,True,True,True,True,16,21,25,23,19,18,23,23,3,4,North,False,False,False,False,North,-6,True,True,True,True,14,16,23,23,13,17,23,27,5,5,East,False,False,False,False,East,1.234888
-4,True,True,True,True,17,18,23,22,16,21,25,23,3,5,North,False,False,False,False,East,-7,True,True,True,True,12,13,18,17,14,16,23,23,6,5,East,False,False,False,False,East,1.401263
-5,True,True,True,True,13,17,23,27,17,18,23,22,4,5,East,False,False,False,False,East,-8,True,True,True,True,10,14,17,15,12,13,18,17,7,5,East,False,False,False,False,East,1.401263
-6,True,True,True,True,14,16,23,23,13,17,23,27,5,5,East,False,False,False,False,East,-9,True,True,True,True,9,10,17,14,10,14,17,15,8,5,East,False,False,False,False,East,1.646518
-7,True,True,True,True,12,13,18,17,14,16,23,23,6,5,East,False,False,False,False,East,-10,True,True,True,True,9,11,16,13,9,10,17,14,9,5,East,False,False,False,False,East,2.027656
-8,True,True,True,True,10,14,17,15,12,13,18,17,7,5,East,False,False,False,False,East,-11,True,True,True,True,7,17,17,13,9,11,16,13,10,5,East,False,False,False,False,East,2.281449
-9,True,True,True,True,9,10,17,14,10,14,17,15,8,5,East,False,False,False,False,East,-12,True,True,True,True,7,7,16,8,7,17,17,13,11,5,East,False,False,False,False,South,2.32519
-12,True,True,True,True,7,7,16,8,7,17,17,13,11,5,East,False,False,False,False,South,-15,True,True,True,True,7,12,16,10,7,17,16,17,11,4,North,False,False,False,False,North,2.281449
-13,True,True,True,True,8,9,14,15,7,7,16,8,11,4,South,False,False,False,False,South,-16,True,True,True,True,7,9,13,13,7,12,16,10,11,5,North,False,False,False,False,North,2.341714
-14,True,True,True,True,7,17,16,17,8,9,14,15,11,3,South,False,True,False,False,North,-17,True,True,True,True,7,8,13,11,7,9,13,13,11,6,North,False,False,False,False,North,3.110089
-15,True,True,True,True,7,12,16,10,7,17,16,17,11,4,North,False,False,False,False,North,-18,True,True,True,True,6,10,14,7,7,8,13,11,11,7,North,False,False,False,False,North,3.152307
-16,True,True,True,True,7,9,13,13,7,12,16,10,11,5,North,False,False,False,False,North,-19,True,True,True,True,4,6,18,7,6,10,14,7,11,8,North,False,False,False,False,East,3.869714
-17,True,True,True,True,7,8,13,11,7,9,13,13,11,6,North,False,False,False,False,North,-20,True,True,True,True,1,8,11,6,4,6,18,7,12,8,East,False,False,False,False,East,5.037124
-18,True,True,True,True,6,10,14,7,7,8,13,11,11,7,North,False,False,False,False,North,-21,True,True,True,True,2,5,11,9,1,8,11,6,13,8,East,False,False,False,False,North,5.077565
-19,True,True,True,True,4,6,18,7,6,10,14,7,11,8,North,False,False,False,False,East,-22,True,True,True,True,7,1,8,3,2,5,11,9,13,9,North,False,False,False,False,East,5.229218
-20,True,True,True,True,1,8,11,6,4,6,18,7,12,8,East,False,False,False,False,East,-23,True,True,True,True,3,3,9,1,7,1,8,3,14,9,East,False,False,False,False,East,7.500803
-21,True,True,True,True,2,5,11,9,1,8,11,6,13,8,East,False,False,False,False,North,-24,True,True,True,True,2,1,7,2,3,3,9,1,15,9,East,False,False,False,False,North,14.086873
-24,True,True,True,True,2,1,7,2,3,3,9,1,15,9,East,False,False,False,False,North,573,False,False,True,False,0,0,7,0,0,0,7,0,14,11,North,False,False,False,False,North,2.988125
175,True,False,True,True,2,0,6,0,2,1,7,2,15,10,North,False,False,False,False,West,572,False,False,True,False,0,0,5,0,0,0,7,0,14,12,North,False,False,False,False,North,3.58575
574,False,False,True,False,0,0,7,0,2,0,6,0,14,10,West,False,False,False,False,North,571,False,False,True,False,0,0,6,0,0,0,5,0,14,13,North,False,False,False,False,North,5.976249
573,False,False,True,False,0,0,7,0,0,0,7,0,14,11,North,False,False,False,False,North,570,False,False,True,False,0,0,5,0,0,0,6,0,14,14,North,False,False,False,True,East,5.976249
572,False,False,True,False,0,0,5,0,0,0,7,0,14,12,North,False,False,False,False,North,569,False,False,True,False,0,0,1,0,0,0,5,0,15,14,East,False,False,False,True,South,8.964374
571,False,False,True,False,0,0,6,0,0,0,5,0,14,13,North,False,False,False,False,North,568,False,False,True,False,0,0,0,0,0,0,1,0,15,13,South,False,False,False,False,East,8.964374
570,False,False,True,False,0,0,5,0,0,0,6,0,14,14,North,False,False,False,True,East,567,False,False,True,False,0,0,0,0,0,0,0,0,16,13,East,False,False,False,False,East,8.964374
569,False,False,True,False,0,0,1,0,0,0,5,0,15,14,East,False,False,False,True,South,566,False,False,True,False,0,0,3,0,0,0,0,0,17,13,East,False,False,False,False,North,8.964374
568,False,False,True,False,0,0,0,0,0,0,1,0,15,13,South,False,False,False,False,East,565,False,False,True,False,0,0,0,0,0,0,3,0,17,14,North,False,False,False,True,West,8.964374
-2,True,True,True,True,22,20,23,19,21,20,23,21,3,3,Stop,False,True,False,False,North,-5,True,True,True,True,16,17,17,21,21,15,20,21,3,6,North,False,False,False,False,North,1.048838
-3,True,True,True,True,17,16,18,29,22,20,23,19,3,4,North,False,False,False,False,North,-6,True,True,True,True,16,16,15,18,16,17,17,21,3,7,North,False,False,False,False,North,1.101714
-4,True,True,True,True,21,15,20,21,17,16,18,29,3,5,North,False,False,False,False,North,-7,True,True,True,True,19,18,17,18,16,16,15,18,3,8,North,False,False,False,False,East,1.114013
-5,True,True,True,True,16,17,17,21,21,15,20,21,3,6,North,False,False,False,False,North,-8,True,True,True,True,15,14,16,14,19,18,17,18,4,8,East,False,False,False,False,East,1.187826
-6,True,True,True,True,16,16,15,18,16,17,17,21,3,7,North,False,False,False,False,North,-9,True,True,True,True,16,14,13,13,15,14,16,14,5,8,East,False,False,False,False,East,1.359913
-7,True,True,True,True,19,18,17,18,16,16,15,18,3,8,North,False,False,False,False,East,-10,True,True,True,True,13,12,13,11,16,14,13,13,6,8,East,False,False,False,False,East,1.379134
-8,True,True,True,True,15,14,16,14,19,18,17,18,4,8,East,False,False,False,False,East,-11,True,True,True,True,12,13,11,11,13,12,13,11,7,8,East,False,False,False,False,East,1.591079
-9,True,True,True,True,16,14,13,13,15,14,16,14,5,8,East,False,False,False,False,East,-12,True,True,True,True,10,12,8,14,12,13,11,11,8,8,East,False,False,False,False,East,1.903151
-10,True,True,True,True,13,12,13,11,16,14,13,13,6,8,East,False,False,False,False,East,-13,True,True,True,True,4,13,7,12,10,12,8,14,9,8,East,False,False,False,False,East,2.130695
-11,True,True,True,True,12,13,11,11,13,12,13,11,7,8,East,False,False,False,False,East,-14,True,True,True,True,9,9,7,7,4,13,7,12,10,8,East,False,False,False,False,East,2.420522
-12,True,True,True,True,10,12,8,14,12,13,11,11,8,8,East,False,False,False,False,East,-15,True,True,True,True,7,7,3,6,9,9,7,7,11,8,East,False,False,False,False,East,2.832897
-13,True,True,True,True,4,13,7,12,10,12,8,14,9,8,East,False,False,False,False,East,-16,True,True,True,True,5,7,5,7,7,7,3,6,12,8,East,False,False,False,False,North,4.010378
-14,True,True,True,True,9,9,7,7,4,13,7,12,10,8,East,False,False,False,False,East,-17,True,True,True,True,4,5,6,7,5,7,5,7,12,9,North,False,False,False,False,North,4.162031
-15,True,True,True,True,7,7,3,6,9,9,7,7,11,8,East,False,False,False,False,East,-18,True,True,True,True,5,5,0,4,4,5,6,7,12,10,North,False,False,False,False,East,4.383677
-16,True,True,True,True,5,7,5,7,7,7,3,6,12,8,East,False,False,False,False,North,-19,True,True,True,True,2,2,2,3,5,5,0,4,13,10,East,False,False,False,False,North,8.110624
-18,True,True,True,True,5,5,0,4,4,5,6,7,12,10,North,False,False,False,False,East,179,True,True,False,True,0,6,0,6,5,5,0,6,14,11,East,False,False,False,False,East,15.367498
-19,True,True,True,True,2,2,2,3,5,5,0,4,13,10,East,False,False,False,False,North,378,False,True,False,True,0,1,0,0,0,6,0,6,15,11,East,False,False,False,False,East,17.928748
-2,True,True,True,True,21,21,25,20,20,24,25,22,3,3,Stop,False,True,False,False,East,-5,True,True,True,True,18,17,16,21,17,18,20,20,6,3,East,False,True,False,False,East,1.043262
-3,True,True,True,True,17,21,21,24,21,21,25,20,4,3,East,False,True,False,False,East,-6,True,True,True,True,17,18,16,15,18,17,16,21,7,3,East,False,True,False,False,North,1.173906
-4,True,True,True,True,17,18,20,20,17,21,21,24,5,3,East,False,True,False,False,East,-7,True,True,True,True,17,14,15,19,17,18,16,15,7,4,North,False,False,False,False,North,1.187826
-5,True,True,True,True,18,17,16,21,17,18,20,20,6,3,East,False,True,False,False,East,-8,True,True,True,True,15,16,15,16,17,14,15,19,7,5,North,False,False,False,False,North,1.19525
-6,True,True,True,True,17,18,16,15,18,17,16,21,7,3,East,False,True,False,False,North,-9,True,True,True,True,12,13,18,16,15,16,15,16,7,6,North,False,False,False,False,North,1.359913
-7,True,True,True,True,17,14,15,19,17,18,16,15,7,4,North,False,False,False,False,North,-10,True,True,True,True,11,10,11,17,12,13,18,16,7,7,North,False,False,False,False,East,1.579542
-8,True,True,True,True,15,16,15,16,17,14,15,19,7,5,North,False,False,False,False,North,-11,True,True,True,True,10,13,9,17,11,10,11,17,8,7,East,False,False,False,False,East,1.73261
-9,True,True,True,True,12,13,18,16,15,16,15,16,7,6,North,False,False,False,False,North,-12,True,True,True,True,8,11,5,14,10,13,9,17,9,7,East,False,False,False,False,East,1.918642
-10,True,True,True,True,11,10,11,17,12,13,18,16,7,7,North,False,False,False,False,East,-13,True,True,True,True,14,12,12,14,8,11,5,14,10,7,East,False,False,False,False,North,1.918642
-11,True,True,True,True,10,13,9,17,11,10,11,17,8,7,East,False,False,False,False,East,-14,True,True,True,True,9,11,12,12,14,12,12,14,10,8,North,False,False,False,False,North,2.113031
-12,True,True,True,True,8,11,5,14,10,13,9,17,9,7,East,False,False,False,False,East,-15,True,True,True,True,8,11,10,12,9,11,12,12,10,9,North,False,False,False,False,North,2.14962
-13,True,True,True,True,14,12,12,14,8,11,5,14,10,7,East,False,False,False,False,North,-16,True,True,True,True,5,10,7,10,8,11,10,12,10,10,North,False,False,False,False,East,2.169948
-14,True,True,True,True,9,11,12,12,14,12,12,14,10,8,North,False,False,False,False,North,-17,True,True,True,True,9,10,7,6,5,10,7,10,11,10,East,False,False,False,False,East,2.444164
-15,True,True,True,True,8,11,10,12,9,11,12,12,10,9,North,False,False,False,False,North,-18,True,True,True,True,8,11,7,9,9,10,7,6,12,10,East,False,False,False,False,East,2.832897
-16,True,True,True,True,5,10,7,10,8,11,10,12,10,10,North,False,False,False,False,East,-19,True,True,True,True,8,8,4,4,8,11,7,9,13,10,East,False,False,False,False,North,4.055312
-17,True,True,True,True,9,10,7,6,5,10,7,10,11,10,East,False,False,False,False,East,-20,True,True,True,True,3,6,3,7,8,8,4,4,13,11,North,False,False,False,False,East,5.366428
-18,True,True,True,True,8,11,7,9,9,10,7,6,12,10,East,False,False,False,False,East,-21,True,True,True,True,6,4,3,2,3,6,3,7,14,11,East,False,False,False,False,East,5.450865
-19,True,True,True,True,8,8,4,4,8,11,7,9,13,10,East,False,False,False,False,North,-22,True,True,True,True,4,3,0,5,6,4,3,2,15,11,East,False,False,False,False,North,7.683749
-20,True,True,True,True,3,6,3,7,8,8,4,4,13,11,North,False,False,False,False,East,-23,True,True,True,True,5,1,2,0,4,3,0,5,15,12,North,False,False,False,False,East,14.342998
-23,True,True,True,True,5,1,2,0,4,3,0,5,15,12,North,False,False,False,False,East,374,True,False,False,True,1,0,0,4,1,0,0,6,17,11,South,False,False,False,False,South,5.976249
375,True,False,False,True,1,0,0,6,2,1,0,9,17,12,East,False,False,False,False,South,372,True,False,False,True,2,0,0,5,6,0,0,5,17,11,North,False,False,False,False,North,4.482187
374,True,False,False,True,1,0,0,4,1,0,0,6,17,11,South,False,False,False,False,South,371,True,False,False,True,3,0,0,4,2,0,0,5,17,12,North,False,False,False,False,West,4.482187
373,True,False,False,True,6,0,0,5,1,0,0,4,17,10,South,False,False,False,False,North,370,True,False,False,True,2,0,0,6,3,0,0,4,16,12,West,False,False,False,False,North,8.964374
372,True,False,False,True,2,0,0,5,6,0,0,5,17,11,North,False,False,False,False,North,369,True,False,False,True,3,0,0,9,2,0,0,6,16,13,North,False,False,False,False,North,8.964374
369,True,False,False,True,3,0,0,9,2,0,0,6,16,13,North,False,False,False,False,North,366,True,False,False,True,4,0,0,0,6,0,0,1,17,13,South,False,False,False,False,South,4.482187
368,True,False,False,True,4,0,0,3,3,0,0,9,16,14,North,False,False,False,True,East,565,True,False,False,False,4,0,0,0,4,0,0,0,17,12,South,False,False,False,False,South,4.482187
